order_id,product_name,quantity,price,order_date
562,Speaker,2,1870.51,2023-08-13
563,Monitor,3,427.39,2023-08-15
564,Mouse,2,641.1,2023-10-05
565,Camera,1,858.54,2023-11-07
566,Keyboard,4,1803.25,2023-07-01
567,Camera,2,1543.92,2023-10-26
568,Tablet,2,1168.49,2023-12-01
569,Speaker,3,229.01,2023-11-05
570,Tablet,2,259.21,2023-04-07
571,Printer,4,95.35,2023-07-22
572,Camera,3,633.96,2023-02-04
573,Laptop,3,1766.21,2023-02-24
574,Smartphone,4,247.72,2023-12-22
575,Laptop,2,1967.05,2023-05-06
576,Mouse,2,754.16,2023-02-28
577,Smartphone,3,676.49,2023-08-29
578,Camera,4,932.14,2023-11-02
579,Headphones,5,896.65,2023-09-21
580,Smartphone,5,532.91,2023-10-08
581,Tablet,1,87.33,2023-03-31
582,Headphones,1,353.67,2023-08-25
583,Monitor,2,707.94,2023-10-28
584,Tablet,4,1197.49,2023-01-07
585,Headphones,2,1495.04,2023-03-08
586,Printer,1,1144.74,2023-10-22
587,Monitor,2,1182.38,2023-09-05
588,Monitor,5,698.17,2023-04-10
589,Mouse,4,1722.72,2023-12-17
590,Keyboard,3,1153.7,2023-09-04
591,Laptop,3,473.78,2023-08-23
592,Monitor,1,122.34,2023-05-05
593,Monitor,4,660.08,2023-03-15
594,Mouse,3,366.82,2023-10-02
595,Printer,4,510.05,2023-07-05
596,Speaker,2,1132.08,2023-05-29
597,Tablet,4,717.84,2023-05-27
598,Tablet,4,689.11,2023-05-28
599,Printer,5,572.27,2023-09-16
600,Speaker,1,914.56,2023-02-13
601,Tablet,2,490.69,2023-06-07
602,Headphones,5,220.91,2023-12-20
603,Tablet,2,339.48,2023-04-30
604,Speaker,1,1334.66,2023-01-16
605,Camera,2,1205.98,2023-12-31
606,Speaker,2,1507.32,2023-09-18
607,Smartphone,3,164.64,2023-09-29
608,Keyboard,2,110.65,2023-06-11
609,Printer,1,1700.76,2023-10-11
610,Camera,4,1462.3,2023-04-18
611,Keyboard,3,498.8,2023-02-11
612,Mouse,1,1877.81,2023-05-13
613,Monitor,2,567.0,2023-06-27
614,Printer,2,1144.21,2023-01-07
615,Speaker,4,808.83,2023-11-20
616,Monitor,1,1314.23,2023-04-12
617,Smartphone,2,1761.35,2023-09-14
618,Smartphone,5,248.43,2023-04-11
619,Printer,2,1598.29,2023-08-25
620,Printer,1,1099.11,2023-08-02
621,Camera,4,1464.78,2023-11-21
622,Keyboard,2,1168.92,2023-05-15
623,Speaker,5,1361.95,2023-07-12
624,Monitor,4,547.04,2023-05-04
625,Headphones,2,316.54,2023-09-22
626,Printer,2,100.26,2023-12-26
627,Printer,5,655.42,2023-08-18
628,Mouse,1,959.06,2023-09-02
629,Speaker,3,341.79,2023-06-13
630,Keyboard,2,1374.21,2023-08-20
631,Printer,5,537.18,2023-05-17
632,Printer,1,150.95,2023-08-15
633,Keyboard,2,711.39,2023-11-16
634,Headphones,4,306.53,2023-09-19
635,Headphones,1,1547.35,2023-07-28
636,Mouse,5,1258.33,2023-10-31
637,Tablet,3,949.41,2023-09-01
638,Monitor,5,1337.39,2023-08-07
639,Mouse,3,326.18,2023-07-15
640,Monitor,1,1519.34,2023-02-02
641,Smartphone,2,57.05,2023-06-16
642,Printer,3,302.18,2023-07-21
643,Mouse,3,562.65,2023-08-22
644,Printer,3,923.41,2023-09-13
645,Printer,1,541.25,2023-11-10
646,Headphones,3,1109.88,2023-11-08
647,Headphones,1,1404.31,2023-12-06
648,Monitor,2,1365.73,2023-08-08
649,Tablet,2,132.04,2023-12-07
650,Laptop,3,557.42,2023-01-30
651,Tablet,5,1227.33,2023-10-21
652,Speaker,5,427.31,2023-07-04
653,Monitor,5,754.69,2023-03-09
654,Tablet,3,1758.05,2023-11-28
655,Mouse,4,1299.56,2023-11-05
656,Monitor,3,221.01,2023-06-27
657,Monitor,5,1525.02,2023-03-09
658,Tablet,4,434.66,2023-09-07
659,Smartphone,2,1168.86,2023-02-04
660,Tablet,1,1783.38,2023-06-10
661,Laptop,1,221.66,2023-05-29
662,Speaker,3,14.16,2023-09-28
663,Tablet,2,395.62,2023-12-04
664,Smartphone,5,1958.44,2023-07-14
665,Headphones,5,141.49,2023-04-24
666,Printer,5,432.54,2023-03-18
667,Keyboard,2,849.99,2023-09-25
668,Mouse,2,1416.65,2023-08-08
669,Monitor,1,1398.61,2023-01-11
670,Laptop,1,1468.92,2023-06-12
671,Printer,3,904.02,2023-05-16
672,Monitor,2,1230.31,2023-04-28
673,Mouse,3,1300.79,2023-03-14
674,Monitor,3,1558.87,2023-05-20
675,Headphones,1,1888.83,2023-03-21
676,Camera,5,929.6,2023-11-10
677,Keyboard,1,453.88,2023-01-18
678,Laptop,1,1385.23,2023-07-12
679,Headphones,5,1289.7,2023-06-20
680,Laptop,1,1131.79,2023-02-11
681,Monitor,2,327.69,2023-12-13
